article_id,title,url,timestamp
93668,"What 20 data managers at every level of government had to say about their work keywords : Dkan,Government Data,Data Program Management,Open Data",https://medium.com/civicactions/what-20-data-managers-at-every-level-of-government-had-to-say-about-their-work-6bf1b13e900d,2021-01-04 15:45:53.673000+00:00
25518,"Ditching Your Latte Won’t Make You Wealthy — Here’s Why keywords : Coffee,Money,Personal Finance,Mindset,Opinion",https://medium.com/swlh/ditching-your-latte-wont-make-you-wealthy-here-s-why-a938589311f9,2019-11-28 00:24:15.645000+00:00
168195,"Inside Rust at Embark 🦀 keywords : Programming,Rust2020,Rust,Rustlang,Open Source",https://medium.com/embarkstudios/inside-rust-at-embark-b82c06d1d9f4,2019-12-10 14:13:29.279000+00:00
163304,"ARIMA simplified. keywords : Machine Learning,Arima,Stock Market,Time Series Analysis,Data Science",https://towardsdatascience.com/arima-simplified-b63315f27cbc,2019-10-04 11:04:32.300000+00:00
106865,"Exhaustion keywords : Millenials,Nature Writing,Transcendence,Free Verse,Journaling",https://medium.com/the-avalanche-movement/exhaustion-67ac6c2162dc,2020-12-13 05:29:56.398000+00:00
83087,"5 Action Steps for the EPA to Lead a National Mobilization to Defeat the Climate Crisis keywords : Environment,Joe Biden,Climate Change,Climate,Epa",https://medium.com/@evergreenaction/five-to-mobilize-the-environmental-protection-agency-3989acffe03b,2020-12-18 20:31:30.928000+00:00
173130,"Product Management Skills: Cross Functional Collaboration keywords : Product Management,Collaboration,Leadership Skills,Product Manager,Collaboration Tools",https://productcoalition.com/product-management-skills-cross-functional-collaboration-17cda6c7983,2021-01-22 12:41:50.189000+00:00
35204,"Owning your innovation process-Personal & Professional Growth. keywords : Personal Growth,Innovation,Africa,Personal Development,Careers",https://medium.com/impact-africa-network/owning-your-innovation-process-personal-professional-growth-dddb70bb5096,2020-06-23 09:30:16.319000+00:00
12793,"Dear Kids: there’s homemade spaghetti sauce in the freezer! See you soon, Love Mom keywords : Health,Pregnancy,South Sudan,Womens Health,Cooking",https://medium.com/msf-passport/dear-kids-theres-spaghetti-sauce-in-the-freezer-see-you-soon-love-mom-9b75e166f935,2018-03-30 17:59:26.113000+00:00
168686,"NYC’s Family Justice Centers Advance Global Goal of Ending Gender-Based Violence keywords : Sdgs,Sustainable Development,Gender Equity,New York City,Gender Based Violence",https://medium.com/@globalnyc/nycs-family-justice-centers-advance-global-goal-of-ending-gender-based-violence-84c771a82a4c,2019-03-18 13:35:09.681000+00:00
183220,"#7 Why traditional media still matters and how to generate positive coverage keywords : Media,Press,Public Relations,Journalism",https://medium.com/@EoIpsoComms/7-why-traditional-media-still-matters-and-how-to-generate-positive-coverage-f47af9899d40,2019-11-21 13:19:58.815000+00:00
67433,"SAP Partners and Business Scenario in Bangladesh keywords : Technology,Erp,Erp Software,Sap",https://medium.com/brainstation23/sap-partners-and-business-scenario-in-bangladesh-4a412e32b566,2017-09-12 12:36:28.393000+00:00
159132,"‘Kicks’: ‘The Ultimate High School Garage Band Song’ keywords : 1960s,Drugs,Psychedelics,Garage Rock,Rock",https://medium.com/the-riff/kicks-the-ultimate-high-school-garage-band-song-63212d95a501,2021-02-20 16:09:29.865000+00:00
111722,"The Smelly Seminar: The Most Embarrassing Moment of My Student Life keywords : This Happened To Me,Short Story,Humour,Seminar,University",https://medium.com/an-idea/the-smelly-seminar-the-most-embarrassing-moment-of-my-student-life-5c8b9f50edae,2020-12-07 06:59:45.552000+00:00
91246,"Black & White: A Game of Reinforcement Learning keywords : Black And White,Video Games,Belief Desire Intention,AI,Reinforcement Learning",https://medium.com/@rishabnborah/black-white-a-game-of-reinforcement-learning-3e0eacab936,2020-11-23 01:03:31.164000+00:00
125798,"This Baby did Something Naughty at the Grocery Store keywords : Baby,Humor,Life,Harlem,NYC",https://medium.com/@boxyourbuddy/this-baby-did-something-naughty-at-the-grocery-store-aec7c00a26fb,2020-12-22 19:30:51.460000+00:00
139693,"Definitive Technology unveils its first soundbar with Dolby Atmos and DTS:X support keywords : Security Cameras,Gear,Streaming,Music",https://medium.com/@jason50671502/definitive-technology-unveils-its-first-soundbar-with-dolby-atmos-and-dts-x-support-38fc316623ec,2020-12-17 04:56:31.931000+00:00
172224,"Gym-going in Japan keywords : Culture,Workout,Cultural Exchange,Travel,Fitness",https://medium.com/better-better/gym-going-in-japan-dc97364c6838,2019-06-03 17:38:38.756000+00:00
129142,"Rest Gently, Brave Breast keywords : Breast Cancer,Poetry,Health,Poetry Sunday,Women",https://psiloveyou.xyz/rest-gently-brave-breast-359d2201ff18,2020-12-22 08:51:15.244000+00:00
31646,"Data Scientists, Ask Yourself Often: So What? keywords : Towards Data Science,Analytics,Data Science",https://towardsdatascience.com/data-scientists-ask-yourself-often-so-what-69a7ec5895be,2020-06-08 19:06:44.992000+00:00
155831,"The Top 10 Earners on MTV’s The Challenge were all Crowned in the Last 6 Seasons* keywords : Reality TV,Television,The Challenge,MTV,TV",https://medium.com/@novarogue/the-top-10-earners-on-mtvs-the-challenge-were-all-crowned-in-the-last-4-seasons-36862340068b,2020-11-25 19:54:51.737000+00:00
65789,"Introducing Individual NuGet Packages for Syncfusion Blazor UI Components keywords : Productivity,Csharp,Blazor,Web Development",https://medium.com/syncfusion/introducing-individual-nuget-packages-for-syncfusion-blazor-ui-components-3f01aa7b5907,2020-12-21 12:02:18.602000+00:00
91714,"Flower dip on a GOLD background ~ EASY pouring for BEGINNERS ~ Fluid art tutorial keywords : Flowerdip,Paintings,Flower,Acrylic,Art",https://medium.com/@fionaart/flower-dip-on-a-gold-background-easy-pouring-for-beginners-fluid-art-tutorial-535d75016d3,2020-12-26 19:42:43.717000+00:00
117734,"There Were Some Pretty Flames in that Fire keywords : New Year,New Year Resolution,2020,Personal Essay,Humor",https://medium.com/@stephanieweber/there-were-some-pretty-flames-in-that-fire-95bc4cab2c70,2020-12-20 22:30:31.501000+00:00
111459,"Mind Your Business keywords : Communication,Women,Pregnancy,Positive Body Image,Positive Thinking",https://medium.com/@dsaenthaweesuk/mind-your-business-7ac1b080a346,2020-12-11 09:09:11.334000+00:00
164115,"Taiwan May Need Nuclear Energy But Does Not Need A 4th Nuclear Power Plant. keywords : Nuclear Power,Taiwan,Nuclear Energy,4th Nuclear Power Plant",https://medium.com/@wu_74515/taiwan-may-need-nuclear-energy-but-does-not-need-a-4th-nuclear-power-plant-d4850c0a8877,2019-05-06 19:07:06.792000+00:00
74092,"Who Gets the Vaccine First? keywords : Covid 19,Healthcare,Democrats,Politics",https://medium.com/@munrkazmir/who-gets-the-vaccine-first-d004e49ec462,2020-12-22 22:26:27.670000+00:00
128674,"Novel introduction to git keywords : Git,Beginners Guide,Version Control System,Github,Tutorial",https://medium.com/@marc-l/novel-introduction-to-git-5d2073931492,2020-12-22 16:58:35.291000+00:00
166898,"May Majid: Unbroken Spirit keywords : Iraq,Humanitarian,Refugees,Global Health",https://medium.com/@internationalmedicalcorps/may-majid-unbroken-spirit-f7f69ecc1d6e,2019-08-22 16:17:18.560000+00:00
44201,"Without this Leader… keywords : Pride,Warm Hearts,Family,Medicine,Pandemic",https://medium.com/warm-hearts/without-this-leader-4f56c67c0b0b,2020-06-21 10:38:04.158000+00:00
118776,"The Profound Messiness of Christmas keywords : Bethlehem,Advent,Christmas,Catholic",https://medium.com/@tenorjmoore/the-profound-messiness-of-christmas-e027b9a5f5dc,2020-12-14 20:03:50.772000+00:00
140755,"Why women wear white wedding gowns? keywords : History,Facts,Wedding Dress,Queen,White",https://medium.com/@mekniyesmine/why-women-wear-white-wedding-gowns-b6664f04156b,2020-11-05 16:23:12.535000+00:00
59417,"OUTLANDER, 3.3 — ‘All Debts Paid’ keywords : Culture,Television,Outlander,Review,TV",https://medium.com/framerated/outlander-3-3-all-debts-paid-fac2d23c3658,2017-09-29 18:22:58.760000+00:00
67379,"A Practical Guide to Appreciating Films and Enjoying Them Even More keywords : Movies,Lifestyle,Creativity,Learning,Film",https://medium.com/better-humans/a-practical-guide-to-appreciating-films-and-enjoying-them-even-more-34e55ab64a61,2020-12-18 15:41:11.393000+00:00
127414,"There Are Record Levels of Dry Powder in Venture Capital keywords : Startup,Digital,Venture Capital,Silicon Valley,Economy",https://medium.com/@bramberkowitz7/there-are-record-levels-of-dry-powder-in-venture-capital-2b02c1ce59b5,2020-12-09 21:23:14.535000+00:00
25800,"Italian serial killer who turned her victims into soap. keywords : Serial Killers,Crime Blog,Killer,Crime,True Crime",https://dani-hendrix.medium.com/italian-serial-killer-who-turned-her-victims-into-soap-2a15efdfae2,2020-09-03 02:58:27.105000+00:00
48540,"Node.js Internals: Event loop in action keywords : JavaScript,Libuv,Nodejs,Event Loop,Example",https://medium.com/softup-technologies/node-js-internals-event-loop-in-action-59cde8ff7e8d,2020-08-14 16:14:45.334000+00:00
191410,We Dared to Dream. We had one heck of a journey. keywords : Esports,https://medium.com/@duckmoriarty/reason-we-dared-to-dream-c6feeabbf807,2018-12-15 00:32:07.822000+00:00
69901,"Why Small Businesses need a Website keywords : Webdevelopment Company,Small Business,Website,Web Development,Website Development",https://medium.com/@mabasosibusiso/why-small-businesses-need-a-website-84294c6e3347,2020-12-25 12:31:31.187000+00:00
885,"Exploring the question of whether submarines can swim keywords : AI,Artificial Intelligence,Data Science,Computer Science,NLP",https://medium.com/linguaphile/an-argument-for-verified-humans-part-i-2b4c987e462a,2020-12-20 03:18:30.680000+00:00
72283,"Use of Social Media in E-Commerce keywords : Retail,Ecommerce,Marketing,Sales,Amazon",https://medium.com/@kemalsidar/use-of-social-media-in-e-commerce-d0388949b065,2020-12-25 11:17:35.488000+00:00
11264,"SelectUntilDestroyed in Angular keywords : Angular,JavaScript,Rxjs,Typescript,Ngrx",https://medium.com/better-programming/selectuntildestroyed-custom-rxjs-operator-to-use-with-ngrx-428baf7a482d,2020-07-30 14:21:39.095000+00:00
9055,"What an Astronaut’s Mental Breakdown Teaches Us About the Dangers of Snap Decisions keywords : Decision Making,Self,Psychology,Advice,Life Lessons",https://medium.com/big-self-society/how-a-space-hero-crash-landed-a-criminal-suspect-c3a42cc946c8,2020-11-12 20:04:37.300000+00:00
165921,"Dems Supporting Ocasio-Cortez’s Green New Deal, Silent About Their Record keywords : Democrats,Republicans,2016 Election,Hillary Clinton,Donald Trump",https://medium.com/@SusanKnowles_60982/dems-supporting-ocasio-cortezs-green-new-deal-silent-about-their-record-bdf28f77b5c8,2019-02-12 10:31:00.839000+00:00
131313,"When 50+ lawsuits (including 2 at Supreme Court) are dismissed for lack of evidence, how can people… keywords : Votes,Election,2020,President,Donald Trump",https://medium.com/@marcia-41118/when-50-lawsuits-including-2-at-supreme-court-are-dismissed-for-lack-of-evidence-how-can-people-7c44a1f61bbe,2020-12-12 13:11:02.662000+00:00
184954,"Motorcycle Accidents Increasing Faster than New Motorcycles and Drivers keywords : Lawyers,Attorney,Motorcycle,Personal Injury Attorney,Motorcycle Accident",https://medium.com/@YouMeanBusiness/motorcycle-accidents-increasing-faster-than-new-motorcycles-and-drivers-b5d2fb661e70,2019-12-05 15:48:19.241000+00:00
30631,"Why Stupid Product Ideas Matter keywords : Software,Software Development,Business,Agile,Product Management",https://medium.com/the-daily-standup/why-stupid-product-ideas-matter-8c9d4fdb09a0,2018-03-13 04:31:12.818000+00:00
51323,"Exploration keywords : Hr Giger,Painting,Science Fiction,Aliens,Art",https://medium.com/my-alienart/exploration-a9320d74d1ba,2019-05-02 12:30:12.368000+00:00
87734,"Colombiana keywords : Cinema,Thriller,Moral,Colombiana,Women in Film",https://medium.com/@voicing-freedom/colombiana-a3605c1c0014,2020-12-26 03:14:47.418000+00:00
118330,"Corgi — Undergraduate Women in Tech: Reflecting on Our 1st Year keywords : Community Development,Students,Women In Tech,Diversity In Tech,Technology",https://medium.com/@laurentaylor1/corgi-undergraduate-women-in-tech-reflecting-on-our-1st-year-84211c140227,2020-10-26 22:08:10.965000+00:00
181013,"How to Watch TCP and UDP Ports in real-time in a Linux Server keywords : Linux,System Administration,Network Security,Servers,Linux Tutorial",https://medium.com/@netshopisp/how-to-watch-tcp-and-udp-ports-in-real-time-in-a-linux-server-bf92a95fbdab,2021-06-17 07:08:31.128000+00:00
34803,"Five Little Words That Can Set You Up For Failure keywords : Procrastination,Life Lessons,Failure,Success,Action",https://medium.com/the-partnered-pen/five-little-words-that-can-set-you-up-for-failure-258e586f7835,2019-10-15 13:39:29.388000+00:00
56860,"Client-Side Rendering vs Server-Side Rendering vs Static-Site Generation keywords : Reactjs,JavaScript,Programming,Nextjs,React",https://medium.com/frontend-digest/client-side-rendering-vs-server-side-rendering-vs-static-site-generation-2a0702cbb08d,2020-10-19 06:03:09.890000+00:00
189715,"Canada’s Ocean Playground? keywords : Export,Jobs,Manufacturing,Marine,Nova Scotia",https://medium.com/@clintondesveaux/canadas-ocean-playground-ad4a1416e05f,2021-10-27 13:33:16.714000+00:00
179872,"The Best Business Lessons I Learned From My Self-Starter Dad👨‍👧 keywords : Solopreneur,Dads,Freelancing,Lessons,Business",https://medium.com/@kelseymulvey/the-best-business-lessons-i-learned-from-my-self-starter-dad-24ef79d5d871,2021-07-06 19:18:19.854000+00:00
181165,"High-performance CSV parser with System.IO.Pipelines keywords : Csharp,Csv File,Net Core,Performance,Pipelines",https://medium.com/@matias.paulo84/high-performance-csv-parser-with-system-io-pipelines-3678d4a5217a,2021-09-01 21:51:07.225000+00:00
70518,"Sen Çal Kapımı 24. Episodio completo. Español keywords : Drama,Romance,Comedy",https://medium.com/sen-%C3%A7al-kap%C4%B1m%C4%B1-24-episodio-completo/sen-%C3%A7al-kap%C4%B1m%C4%B1-24-episodio-completo-espa%C3%B1ol-dbc5c10b517c,2020-12-26 13:48:04.953000+00:00
70336,"JavaScript 30- Day 19 Study Notes keywords : Learning To Code,JavaScript",https://medium.com/@jeffrey-amen/javascript-30-day-19-study-notes-d4194250ad4a,2020-12-20 00:31:25.881000+00:00
79676,"What to expect when hiring a personal organiser in 2021? keywords : Lifestyle,Home,Handyman",https://medium.com/@handywork/what-to-expect-when-hiring-a-personal-organiser-in-2021-6dbac7bff00d,2020-12-27 01:13:07.059000+00:00
135436,"Geospatial 2.0-New beginnings in Geospatial Market in India keywords : India,Geospatial,Marketing Strategies,Maps,Market Research Reports",https://medium.com/@marketsverge/geospatial-2-0-new-beginnings-in-geospatial-market-in-india-d81637f00c3c,2021-02-20 23:21:38.087000+00:00
117732,"Our Radical Debt Diet for 2021 keywords : Debt,2021 Budget,2021,New Year Resolution,Money",https://medium.com/@experimentalferret/our-radical-debt-diet-for-2021-85bc2f94e8e8,2020-12-20 22:00:24.399000+00:00
75047,"Dear Math (a rant),. I love you, but damn you’re such a… keywords : Math,Humor,Rant,Maths Tuition",https://medium.com/@ishanadoesntknowtowrite/dear-math-a-rant-ddc65db10c4c,2020-12-16 03:31:53.826000+00:00
159477,"Road trip through Tasman continues keywords : Travel,Travel Blog,Summer,New Zealand,Traveling",https://medium.com/@markballantyne.mdb/road-trip-through-tasman-continues-6bc633ee7bca,2020-01-19 07:52:41.318000+00:00
82451,"Orange Cabbage in Tokyo keywords : Covid-19,Japanese,Covid Diaries,Japan",https://medium.com/@chopper201/i-have-lived-in-tokyo-for-16-years-now-and-everyday-it-feels-like-ive-just-arrived-a26652bab5c6,2021-01-11 23:23:07.475000+00:00
185732,"Field Notes # 3: KwaNTum — KwasMeTology keywords : Hair,Beauty,Poetry,Cosmetology,Creative Process",https://medium.com/the-operating-system/field-notes-3-kwantum-kwasmetology-6d76621efa46,2021-12-20 04:21:37.121000+00:00
124438,"The Generous Green, December 23 keywords : Light In Darkness,Nature,Poetry,Christmas,Advent",https://medium.com/@berrywoman08/the-generous-green-december-23-a081fee632bf,2020-12-25 18:52:09.593000+00:00
171724,"Gold picks up once more, but near term correction still threatens keywords : Technical Analysis,Forex,Trade,Gold,Market",https://medium.com/@HantecMarkets/gold-picks-up-once-more-but-near-term-correction-still-threatens-f8c172fc83e0,2020-03-11 10:01:08.826000+00:00
180292,"Welcome, Shepherd! keywords : We Invest,Construction,Startup,New Portfolio Company,Insurtech",https://medium.com/spark-capital/welcome-shepherd-a023d0ee581d,2021-09-02 17:25:42.511000+00:00
84077,"Ah, May. I can’t believe she’s gone. keywords : Eulogy,Short Form,Loss,Humor,Appliances",https://medium.com/everything-shortform/ah-may-i-cant-believe-she-s-gone-6a0249225f36,2020-12-19 01:05:27.861000+00:00
36547,"Why we’re no longer pursuing the Quayside project — and what’s next for Sidewalk Labs keywords : Cities,Innovation,Toronto",https://medium.com/sidewalk-talk/why-were-no-longer-pursuing-the-quayside-project-and-what-s-next-for-sidewalk-labs-9a61de3fee3a,2020-05-07 14:15:44.423000+00:00
28157,"What is the ARK SmartBridge, and How Does it Work? keywords : Fintech,Ark,Blockchain,Cryptocurrency,Bitcoin",https://medium.com/ark-io/what-is-the-ark-smartbridge-and-how-does-it-work-1dd7fb1e17a0,2017-10-09 21:46:58.962000+00:00
162439,"Eating alone in Koreatown keywords : Diaspora,Personal Essay,Asian American,Food,Korean",https://medium.com/@janekoo/eating-alone-in-koreatown-fecc29e3d775,2020-12-31 07:20:32.731000+00:00
49226,"Sitting on a Surfboard in Coolangatta keywords : Surfing,Bonus Material,Aviation,Podcast,Australia",https://medium.com/the-worknotwork-show/sitting-on-a-surfboard-in-coolangatta-58817bc10210,2017-06-14 16:05:47.640000+00:00
75523,"Why It’s So Important To Create Your Own Category As A Writer (Thread) keywords : Writing Life,Category Design,Writing Tips,Writing,Writing Prompts",https://medium.com/@nicolascole77/why-its-so-important-to-create-your-own-category-as-a-writer-thread-3ac772e7a1ac,2020-12-26 22:13:00.634000+00:00
166835,"The obvious Solution to Multitasking on a Touchscreen keywords : Windows,iPad,Multitasking,Tablets,User Interface",https://medium.com/hyperlinked/the-obvious-solution-to-multitasking-on-a-touchscreen-7729cfd916bb,2021-06-23 08:33:30.055000+00:00
118498,"Calling someone “talented” is kind of an insult keywords : Talent,Seth Godin,Rudy,Skill",https://medium.com/@mickmel/calling-someone-talented-is-kind-of-an-insult-a8a5108f613a,2020-12-23 14:56:25.336000+00:00
47313,"From AID to DAI: combining transparency with stability keywords : Charity,Bitcoin,Cryptocurrency,Blockchain,Nonprofit",https://medium.com/aidcoin/from-aid-to-dai-combining-transparency-with-stability-559a1671ae8,2018-11-19 09:34:44.460000+00:00
96062,">⚽+LIVE|| Premier League 2020!! “Leicester City vs Manchester United” FULL-Match keywords : Social Media,Soccer",https://medium.com/@katsumur/live-premier-league-2020-leicester-city-vs-manchester-united-full-match-a147a66a87d6,2020-12-26 01:50:27.476000+00:00
83345,"Truce keywords : Self Care,Humanity,Wellness,Self Improvement",https://medium.com/@johnscott_45798/truce-39eaaffe403e,2020-12-22 13:07:37.107000+00:00
128887,"[Live Stream] Grayson vs Collins Hill | Georgia High School Football 12/30/2020 keywords : High School Football,American Football,High School,Georgia",https://medium.com/@ledomff3/live-stream-grayson-vs-collins-hill-georgia-high-school-football-12-30-2020-57498a00ba77,2020-12-27 07:19:22.450000+00:00
49920,"If He Seems Emotionally Unavailable, Look Again keywords : Life Lessons,Emotional Intelligence,Vulnerability,Relationships,Love",https://medium.com/change-becomes-you/if-he-seems-emotionally-unavailable-look-again-abcfb290f34c,2020-04-12 11:01:01.699000+00:00
